Head pen rate
1.6
1.676
12.061
7.966
1.602
0.772
0.993
0.913
1.934
0.974
1.8
2.66
13.821
10.09
4.379
10.101
1.045
7.322
1.232
1.544
8.788
2.509
1.099
0.966
12.475
3.356
4.263
11.327
3.824
1.263
13.386
0.887
11.534
3.936
0.871
9.201
13.374
11.913
14.39
7.386
2.101
7.818
8.34
6.303
6.734
1.569
4.511
3.556
1.927
1.974
28.827
14.502
3.403
0.81
9.234
1.4
1.316
6.722
0.984
3.802
2.026
1.016
0.828
1.607
16.449
23.748
3.387
0.784
6.928
1.035
11.464
5.941
1.355
2.505
4.676
0.861
1.198
7.242
9.51
0.82
1.237
0.793
4.344
8.305
5.191
1.255
1.603
7.064
0.994
0.877
8.757
4.76
2.31
1.382
0.822
20.876
43.353
4.216
0.782
0.987
2.099
0.765
1.78
1.198
1.072
1.197
3.448
2.442
