Area ID,Head segment ID,FRC of head segment,Count seg whip,Head pen rate,Head Ticon ADT,Head avg daily RSS,Avg whip pen rate,Std dev whip seg pen rate,Relat range,Month,Outliers
1813,-16990691,1,3,0.363,8275,3007.567,0.48,0.125,0.52,22-6,0
1813,-867315011,1,1,0.18,20456,3680.833,0.18,0,0,22-6,0
1813,1171055412,1,4,0.81,9781,7919.067,0.449,0.241,1.099,22-6,0
1840,-1122786024,1,2,0.551,11380,6271.8,0.391,0.227,0.82,22-6,0
1840,-19437854,1,2,0.355,7363,2617.333,0.598,0.343,0.811,22-6,0
1840,945796966,1,2,0.221,13341,2944.4,0.353,0.188,0.751,22-6,0
1840,1125627821,1,3,0.736,8516,6271.767,0.438,0.259,1.04,22-6,0
1844,-1123874504000,1,2,0.251,8232,2069.7,0.386,0.191,0.698,22-6,0
1844,-125432940000,1,3,0.268,13688,3666.133,0.174,0.081,0.822,22-6,0
1844,1123876184000,1,3,0.651,8488,5528.9,0.357,0.255,1.252,22-6,0
1844,1123867857000,1,5,0.126,12829,1611.4,0.159,0.05,0.76,22-6,0
1845,1152718952000,1,1,0.277,5844,1615.867,0.277,0,0,22-6,0
1845,1152718934000,1,3,0.601,3612,2171.3,0.575,0.025,0.086,22-6,0
1845,-1126019401000,1,3,0.133,10632,1416.167,0.133,0.002,0.026,22-6,0
1845,-110492041000,1,3,0.174,12590,2187.333,0.169,0.01,0.103,22-6,0
1843,958022448000,1,2,0.341,21396,7287.533,0.259,0.116,0.634,22-6,0
1843,1126001768000,1,4,0.154,29032,4464.767,0.206,0.104,1.103,22-6,0
1843,-1203530071000,1,3,0.683,11778,8048.8,0.436,0.214,0.86,22-6,0
1843,-1125994266000,1,3,0.2,17272,3460.467,0.315,0.107,0.672,22-6,0
1232,-1163031204,1,4,0.065,87310,5682.867,0.074,0.014,0.399,22-6,0
1232,1163030329,1,4,0.089,85939,7616.567,0.076,0.011,0.35,22-6,0
1238,-1171083844,1,1,0.369,13223,4875.806,0.369,0,0,22-7,0
1238,16992389,1,2,0.287,13692,3923.645,0.457,0.241,0.746,22-7,0
1238,125335652,1,1,0.608,13524,8218.452,0.608,0,0,22-7,0
1238,-16992391,1,3,0.202,20269,4094,0.281,0.118,0.763,22-7,0
1238,1171086908,1,2,9.234,556,5133.968,8.658,0.814,0.133,22-7,0
1287,1262671919,1,6,0.053,3938,210.032,0.041,0.01,0.723,22-7,0
1287,-1231876948,1,5,1.4,763,1068.129,1.463,0.089,0.142,22-7,0
1287,43014377,1,5,0.072,17903,1295.419,0.068,0.01,0.411,22-7,0
1287,909430617,1,7,0.096,18218,1751.968,0.078,0.017,0.542,22-7,0
1287,1215155884,1,3,0.103,13268,1370.935,0.105,0.006,0.11,22-7,0
1287,-1215156205,1,7,0.09,16461,1475.258,0.078,0.014,0.448,22-7,0
1936,1128029472,1,3,0.144,16862,2420,0.253,0.148,1.098,22-7,0
1936,-1128033747,1,3,0.208,13532,2815.742,0.198,0.009,0.087,22-7,0
1469,-1128444525,1,1,0.072,117695,8523.871,0.072,0,0,22-7,0
1469,-1128444530,1,2,0.065,123264,7968.355,0.062,0.004,0.098,22-7,0
1469,1128444249,1,2,0.128,66053,8440.258,0.127,0.002,0.019,22-7,0
1469,119978696,1,2,0.142,69645,9914.161,0.133,0.013,0.135,22-7,0
1968,1189452789,1,3,0.11,59104,6492.548,0.153,0.086,1.021,22-7,0
1968,-117266476,1,4,0.196,79756,15649.516,0.121,0.055,1.023,22-7,0
1652,-722322112,1,1,0.119,28746,3410.258,0.119,0,0,22-7,0
1652,19436956,1,2,0.111,31163,3452.871,0.106,0.007,0.1,22-7,0
564,-1228817885,1,2,0.088,28185,2478.161,0.089,0.002,0.031,22-7,0
564,18869501,1,1,0.093,30914,2869.355,0.093,0,0,22-7,0
564,-907428782,1,4,0.361,14148,5100.387,0.211,0.1,0.996,22-7,0
564,907428779,1,4,0.093,26529,2471.742,0.108,0.05,0.977,22-7,0
1657,-1128298955,1,1,0.213,16376,3491.581,0.213,0,0,22-7,0
1657,19436702,1,2,0.204,15197,3103,0.273,0.097,0.503,22-7,0
1657,19436695,1,3,0.258,13033,3358.903,0.268,0.025,0.179,22-7,0
1657,-19436707,1,5,0.163,21591,3518.548,0.169,0.011,0.169,22-7,0
2017,-1223982307,1,1,0.252,48366,12191.032,0.252,0,0,22-7,0
2017,1277959105,1,1,1.316,6884,9060.419,1.316,0,0,22-7,0
1644,1209148295,1,4,0.185,9565,1766.581,0.215,0.036,0.317,22-7,0
1644,-1232873730,1,5,0.197,9909,1952.29,0.181,0.009,0.14,22-7,0
1644,1127089607,1,3,0.133,13204,1759.581,0.139,0.009,0.118,22-7,0
1644,-1209148383,1,4,0.194,9425,1830.516,0.213,0.041,0.453,22-7,0
1666,-115725155,1,1,6.722,2074,13941.645,6.722,0,0,22-7,0
1666,-23369340,1,1,0.304,37915,11524.613,0.304,0,0,22-7,0
1666,1169389460,1,1,0.349,36876,12859.774,0.349,0,0,22-7,0
1666,23369296,1,1,0.984,11394,11215.355,0.984,0,0,22-7,0
1666,-1169390100,1,3,0.364,35656,12981.032,0.216,0.128,1.04,22-7,0
1703,-859453482000,1,1,0.261,20069,5235.129,0.261,0,0,22-7,0
1703,859453480000,1,1,0.188,28472,5348,0.188,0,0,22-7,0
1703,-854764073000,1,3,3.802,1329,5052.677,5.528,2.268,0.777,22-7,0
1703,1161737752000,1,5,2.026,5076,10286.323,1.248,0.448,0.872,22-7,0
1768,-125430400,1,1,0.229,24534,5616.258,0.229,0,0,22-7,0
1768,1283211085,1,1,0.182,21926,3996.032,0.182,0,0,22-7,0
1768,-125430412,1,1,0.55,10201,5611.581,0.55,0,0,22-7,0
1768,125430402,1,1,0.249,21797,5430.968,0.249,0,0,22-7,0
1715,119052255,1,1,1.016,10055,10220.226,1.016,0,0,22-7,0
1715,-1268540891,1,1,0.369,17604,6494.194,0.369,0,0,22-7,0
1715,-1268540892,1,1,0.487,20434,9956.161,0.487,0,0,22-7,0
1715,1243920800,1,2,0.366,14445,5284.323,0.348,0.025,0.102,22-7,0
1726,-855359206000,1,1,0.828,8994,7443.516,0.828,0,0,22-7,0
1726,1196096622000,1,2,0.292,22887,6675.581,0.283,0.012,0.06,22-7,0
1726,-1222493122000,1,5,1.607,8745,14052,0.957,0.383,0.966,22-7,0
1726,109015284000,1,5,3.387,2054,6957.323,4.312,1.444,0.806,22-7,0
1813,-16990691,1,3,0.131,26112,3431.226,0.173,0.045,0.515,22-7,0
1813,1171013699,1,1,0.116,30987,3582.774,0.116,0,0,22-7,0
1813,-867315011,1,1,0.152,27129,4133.258,0.152,0,0,22-7,0
1813,1171055412,1,4,0.263,34959,9204.387,0.146,0.078,1.096,22-7,0
1840,-1122786024,1,2,0.469,14322,6714.161,0.333,0.192,0.818,22-7,0
1840,-19437854,1,2,0.118,24000,2842.194,0.199,0.114,0.811,22-7,0
1840,945796966,1,2,0.302,10194,3079.968,0.484,0.257,0.751,22-7,0
1840,1125627821,1,3,0.612,10786,6605.452,0.364,0.216,1.044,22-7,0
1844,-1123874504000,1,2,0.117,18275,2137.387,0.18,0.089,0.698,22-7,0
1844,-125432940000,1,3,0.115,32815,3787.194,0.075,0.035,0.827,22-7,0
1844,1123876184000,1,3,0.784,7180,5629.097,0.43,0.307,1.245,22-7,0
1844,1123867857000,1,5,0.112,14718,1652.935,0.142,0.046,0.768,22-7,0
1845,1152718934000,1,3,0.314,8703,2734.806,0.3,0.013,0.09,22-7,0
1845,1152718952000,1,1,0.092,21847,2017.226,0.092,0,0,22-7,0
1845,-1126019401000,1,3,0.211,8310,1751.419,0.211,0.003,0.024,22-7,0
1845,-110492041000,1,3,0.337,8082,2723.097,0.326,0.019,0.101,22-7,0
1843,958022448000,1,2,0.238,34235,8141.29,0.18,0.081,0.636,22-7,0
1843,-1203530071000,1,3,0.202,46322,9366.935,0.129,0.063,0.861,22-7,0
1843,1126001768000,1,4,0.118,42619,5039.194,0.159,0.081,1.116,22-7,0
1843,-1125994266000,1,3,0.096,40501,3895.419,0.155,0.054,0.69,22-7,0
1936,1128029472,1,3,0.139,17614,2447.419,0.244,0.143,1.095,22-8,0
1936,-1128033747,1,3,0.119,23797,2822.903,0.113,0.005,0.082,22-8,0
1469,-1128444525,1,1,0.071,122496,8675.742,0.071,0,0,22-8,0
1469,-1128444530,1,2,0.063,128420,8107.968,0.06,0.004,0.097,22-8,0
1469,1128444249,1,2,0.134,62282,8373.871,0.133,0.002,0.02,22-8,0
1469,119978696,1,2,0.164,60106,9859.355,0.154,0.015,0.135,22-8,0
1968,1189452789,1,3,0.079,76817,6038.581,0.109,0.061,1.015,22-8,0
1968,-117266476,1,4,0.325,45759,14874.742,0.2,0.091,1.021,22-8,0
1652,-722322112,1,1,0.125,26963,3374.935,0.125,0,0,22-8,0
1652,19436956,1,2,0.219,15495,3397.581,0.209,0.015,0.099,22-8,0
564,-1228817885,1,2,0.061,41986,2559.419,0.062,0.001,0.034,22-8,0
564,18869501,1,1,0.085,34159,2893.258,0.085,0,0,22-8,0
564,-907428782,1,4,0.153,34225,5243.677,0.09,0.043,0.993,22-8,0
564,907428779,1,4,0.095,26162,2485.065,0.11,0.051,0.974,22-8,0
1657,-1128298955,1,1,0.104,34031,3549.581,0.104,0,0,22-8,0
1657,19436702,1,2,0.131,24319,3194.452,0.175,0.062,0.499,22-8,0
1657,-19436707,1,5,0.116,30739,3579.129,0.12,0.008,0.168,22-8,0
1657,19436695,1,3,0.156,22104,3456.387,0.162,0.016,0.181,22-8,0
2017,-1223982307,1,1,0.28,32214,9031.581,0.28,0,0,22-8,0
2017,1277959105,1,1,0.221,30097,6663.355,0.221,0,0,22-8,0
1644,1209148295,1,4,0.121,13887,1679.484,0.14,0.023,0.312,22-8,0
1644,1127089607,1,3,0.098,17070,1678.484,0.102,0.007,0.113,22-8,0
1644,-1232873730,1,5,0.149,12551,1872.742,0.137,0.007,0.142,22-8,0
1644,-1209148383,1,4,0.219,7934,1740.968,0.241,0.046,0.448,22-8,0
1666,-115725155,1,1,6.928,1514,10489,6.928,0,0,22-8,0
1666,1169389460,1,1,0.29,33991,9864,0.29,0,0,22-8,0
1666,-23369340,1,1,0.284,30172,8560.355,0.284,0,0,22-8,0
1666,23369296,1,1,0.619,13764,8519.968,0.619,0,0,22-8,0
1666,-1169390100,1,3,0.273,35935,9795.742,0.161,0.096,1.044,22-8,0
1703,-859453482000,1,1,0.277,16272,4506.419,0.277,0,0,22-8,0
1703,859453480000,1,1,0.116,39374,4553.581,0.116,0,0,22-8,0
1703,-854764073000,1,3,0.153,29366,4496.129,0.226,0.094,0.792,22-8,0
1703,1161737752000,1,5,0.484,18866,9129.903,0.298,0.107,0.874,22-8,0
1768,-125430400,1,1,0.196,28775,5631.065,0.196,0,0,22-8,0
1768,1283211085,1,1,0.331,11699,3875.581,0.331,0,0,22-8,0
1768,-125430412,1,1,0.27,20724,5593.935,0.27,0,0,22-8,0
1768,125430402,1,1,0.579,9137,5292.742,0.579,0,0,22-8,0
1715,119052255,1,1,0.323,22543,7286.516,0.323,0,0,22-8,0
1715,-1268540891,1,1,0.162,28638,4651.903,0.162,0,0,22-8,0
1715,-1268540892,1,1,0.347,20452,7094.613,0.347,0,0,22-8,0
1715,1243920800,1,2,0.171,22344,3815.71,0.162,0.012,0.104,22-8,0
1726,-855359206000,1,1,0.307,14216,4361.258,0.307,0,0,22-8,0
1726,1196096622000,1,2,0.154,25100,3874.097,0.149,0.008,0.071,22-8,0
1726,-1222493122000,1,5,1.035,7872,8145.484,0.615,0.249,0.973,22-8,0
1726,-109015279000,1,5,5.941,631,3748.935,6.346,0.892,0.316,22-8,0
1726,109015284000,1,5,0.089,45718,4067.323,0.114,0.038,0.809,22-8,0
1813,1171013699,1,1,0.385,8626,3320.871,0.385,0,0,22-8,0
1813,-16990691,1,3,0.145,21453,3109.484,0.192,0.05,0.521,22-8,0
1813,-867315011,1,1,0.125,30200,3776.258,0.125,0,0,22-8,0
1813,1171055412,1,4,0.749,11607,8689.613,0.416,0.223,1.097,22-8,0
1840,-1122786024,1,2,0.492,14238,7002.194,0.35,0.201,0.812,22-8,0
1840,-19437854,1,2,0.264,11244,2968.935,0.442,0.252,0.805,22-8,0
1840,945796966,1,2,0.168,18376,3090.226,0.268,0.141,0.744,22-8,0
1840,1125627821,1,3,1.355,4863,6588.032,0.807,0.474,1.034,22-8,0
1844,-1123874504000,1,2,0.09,24647,2213.355,0.137,0.067,0.692,22-8,0
1844,-125432940000,1,3,0.21,18752,3940.581,0.137,0.064,0.821,22-8,0
1844,1123867857000,1,5,0.061,28549,1740.742,0.078,0.025,0.775,22-8,0
1844,1123876184000,1,3,0.572,10393,5947.065,0.314,0.223,1.239,22-8,0
1845,1152718934000,1,3,0.759,3879,2944.806,0.723,0.035,0.095,22-8,0
1845,1152718952000,1,1,0.441,4894,2156.806,0.441,0,0,22-8,0
1845,-1126019401000,1,3,0.23,7390,1696.419,0.23,0.003,0.025,22-8,0
1845,-110492041000,1,3,0.263,10001,2631.032,0.255,0.014,0.094,22-8,0
1843,958022448000,1,2,0.426,20908,8912.742,0.323,0.145,0.635,22-8,0
1843,1126001768000,1,4,0.2,27330,5475.677,0.269,0.136,1.107,22-8,0
1843,-1203530071000,1,3,0.275,33436,9192.968,0.174,0.088,0.888,22-8,0
1843,-1125994266000,1,3,0.11,34183,3759.581,0.177,0.062,0.689,22-8,0
1936,1128029472,1,3,0.16,14138,2266.367,0.282,0.164,1.095,22-9,0
1936,-1128033747,1,3,0.161,16381,2639.933,0.153,0.007,0.081,22-9,0
1469,-1128444525,1,1,0.071,105695,7524.4,0.071,0,0,22-9,0
1469,-1128444530,1,2,0.068,103014,7034.833,0.065,0.005,0.1,22-9,0
1469,1128444249,1,2,0.052,141696,7436.133,0.052,0.001,0.02,22-9,0
1469,119978696,1,2,0.063,141115,8824.4,0.058,0.006,0.143,22-9,0
1968,1189452789,1,3,0.102,46530,4761.2,0.142,0.079,1.005,22-9,0
1968,-117266476,1,4,0.429,25839,11074.533,0.265,0.12,1.014,22-9,0
1652,-722322112,1,1,0.096,30132,2887.8,0.096,0,0,22-9,0
1652,19436956,1,2,0.13,23115,3015.567,0.124,0.009,0.102,22-9,0
564,-1228817885,1,2,0.137,18381,2518.567,0.139,0.003,0.032,22-9,0
564,18869501,1,1,0.107,25995,2791.067,0.107,0,0,22-9,0
564,-907428782,1,4,0.211,24214,5102.567,0.123,0.059,0.994,22-9,0
564,907428779,1,4,0.094,25586,2406.133,0.109,0.051,0.979,22-9,0
1657,-1128298955,1,1,0.16,21430,3424.667,0.16,0,0,22-9,0
1657,19436702,1,2,0.078,39043,3048.167,0.105,0.038,0.508,22-9,0
1657,-19436707,1,5,0.158,21881,3449.1,0.163,0.011,0.167,22-9,0
1657,19436695,1,3,0.092,36015,3301.867,0.095,0.009,0.181,22-9,0
2017,-1223982307,1,1,2.505,3568,8936.667,2.505,0,0,22-9,0
2017,1277959105,1,1,0.341,18455,6298.7,0.341,0,0,22-9,0
1644,1209148295,1,4,0.051,26550,1347.8,0.059,0.009,0.314,22-9,0
1644,-1232873730,1,5,0.125,11991,1493.067,0.115,0.006,0.139,22-9,0
1644,1127089607,1,3,0.103,13071,1347.567,0.108,0.007,0.119,22-9,0
1644,-1209148383,1,4,0.082,16941,1388.3,0.09,0.017,0.446,22-9,0
1666,-115725155,1,1,4.676,2316,10829.367,4.676,0,0,22-9,0
1666,-23369340,1,1,0.253,35354,8939.4,0.253,0,0,22-9,0
1666,1169389460,1,1,0.722,13998,10112.833,0.722,0,0,22-9,0
1666,23369296,1,1,0.861,10129,8717.5,0.861,0,0,22-9,0
1666,-1169390100,1,3,0.302,33855,10226.5,0.18,0.105,1.02,22-9,0
1703,-859453482000,1,1,0.324,13175,4268.467,0.324,0,0,22-9,0
1703,-854764073000,1,3,0.081,52318,4246.033,0.12,0.05,0.79,22-9,0
1703,859453480000,1,1,0.098,43000,4199.533,0.098,0,0,22-9,0
1703,1161737752000,1,5,1.198,7048,8440.067,0.736,0.265,0.876,22-9,0
1768,-125430400,1,1,0.262,18831,4932.8,0.262,0,0,22-9,0
1768,1283211085,1,1,0.125,27934,3492.9,0.125,0,0,22-9,0
1768,-125430412,1,1,0.332,14769,4905.933,0.332,0,0,22-9,0
1768,125430402,1,1,0.246,19385,4766.533,0.246,0,0,22-9,0
1715,119052255,1,1,0.251,27316,6843.733,0.251,0,0,22-9,0
1715,-1268540892,1,1,0.196,34396,6747.9,0.196,0,0,22-9,0
1715,-1268540891,1,1,0.114,38749,4409.2,0.114,0,0,22-9,0
1715,1243920800,1,2,0.135,26317,3548.6,0.128,0.01,0.106,22-9,0
1726,-855359206000,1,1,0.111,40340,4495.267,0.111,0,0,22-9,0
1726,1196096622000,1,2,0.116,33931,3922.6,0.111,0.006,0.074,22-9,0
1726,-1222493122000,1,5,0.389,21729,8458.5,0.231,0.094,0.975,22-9,0
1726,1199461770000,1,3,7.242,609,4410.433,7.104,1.33,0.373,22-9,0
1726,-109015279000,1,5,9.51,407,3870.633,10.158,1.38,0.308,22-9,0
1726,109015284000,1,5,0.087,47069,4098.867,0.112,0.037,0.812,22-9,0
1813,1171013699,1,1,0.403,5876,2370.333,0.403,0,0,22-9,0
1813,-16990691,1,3,0.114,19111,2172.967,0.153,0.042,0.544,22-9,0
1813,-867315011,1,1,0.13,20565,2675.233,0.13,0,0,22-9,0
1813,1171055412,1,4,0.82,7769,6367.533,0.454,0.244,1.102,22-9,0
1840,-1122786024,1,2,0.157,36165,5686.233,0.112,0.064,0.815,22-9,0
1840,-19437854,1,2,0.097,24368,2366.933,0.164,0.094,0.813,22-9,0
1840,945796966,1,2,0.251,10478,2628.533,0.4,0.211,0.745,22-9,0
1840,1125627821,1,3,0.503,11054,5557.833,0.3,0.176,1.032,22-9,0
1844,-1123874504000,1,2,0.051,39144,2004.367,0.079,0.039,0.7,22-9,0
1844,-125432940000,1,3,0.182,19325,3510.6,0.119,0.055,0.814,22-9,0
1844,1123876184000,1,3,0.511,9991,5101.233,0.281,0.199,1.24,22-9,0
1844,1123867857000,1,5,0.21,7138,1496.833,0.267,0.084,0.76,22-9,0
1845,1152718934000,1,3,0.215,10506,2254.667,0.205,0.009,0.086,22-9,0
1845,1152718952000,1,1,0.084,20100,1683.433,0.084,0,0,22-9,0
1845,-110492041000,1,3,0.413,5384,2222.833,0.401,0.024,0.107,22-9,0
1845,-1126019401000,1,3,0.107,13442,1435.433,0.107,0.001,0.027,22-9,0
1843,958022448000,1,2,0.206,34940,7206.367,0.157,0.07,0.635,22-9,0
1843,-1203530071000,1,3,0.322,24181,7787.967,0.207,0.1,0.848,22-9,0
1843,1126001768000,1,4,0.124,35312,4392.433,0.165,0.082,1.086,22-9,0
1843,-1125994266000,1,3,0.142,23502,3328.1,0.223,0.076,0.67,22-9,0
1936,1128029472,1,3,0.117,20403,2383.516,0.206,0.121,1.098,22-10,0
1936,-1128033747,1,3,0.226,12374,2793.258,0.215,0.009,0.082,22-10,0
1968,1189452789,1,3,0.145,33359,4851.581,0.202,0.112,1.003,22-10,0
1968,-117266476,1,4,0.253,44915,11370.613,0.157,0.071,1.004,22-10,0
1652,-722322112,1,1,0.399,7596,3027.194,0.399,0,0,22-10,0
1652,19436956,1,2,0.179,17601,3146.71,0.17,0.013,0.104,22-10,0
564,-1228817885,1,2,0.134,19450,2607.065,0.136,0.003,0.029,22-10,0
564,18869501,1,1,0.102,28631,2925.355,0.102,0,0,22-10,0
564,-907428782,1,4,0.208,25482,5308.323,0.122,0.058,0.993,22-10,0
564,907428779,1,4,0.09,27742,2503.774,0.104,0.048,0.97,22-10,0
1657,-1128298955,1,1,0.135,26362,3571.194,0.135,0,0,22-10,0
1657,19436702,1,2,0.082,38851,3172.742,0.109,0.039,0.505,22-10,0
1657,19436695,1,3,0.091,37538,3414.968,0.095,0.009,0.177,22-10,0
1657,-19436707,1,5,0.124,28903,3597.935,0.128,0.009,0.17,22-10,0
2017,-1223982307,1,1,1.237,8412,10407.774,1.237,0,0,22-10,0
2017,1277959105,1,1,0.793,9611,7617.742,0.793,0,0,22-10,0
1644,1209148295,1,4,0.05,29006,1462.742,0.058,0.009,0.31,22-10,0
1644,1127089607,1,3,0.106,13675,1455.71,0.111,0.007,0.12,22-10,0
1644,-1232873730,1,5,0.142,11803,1671.903,0.13,0.007,0.142,22-10,0
1644,-1209148383,1,4,0.136,11440,1550.968,0.148,0.028,0.436,22-10,0
1666,-115725155,1,1,4.344,2851,12385.548,4.344,0,0,22-10,0
1666,-23369340,1,1,0.278,36424,10115.839,0.278,0,0,22-10,0
1666,1169389460,1,1,0.594,19349,11492.71,0.594,0,0,22-10,0
1666,23369296,1,1,0.502,19719,9902.871,0.502,0,0,22-10,0
1666,-1169390100,1,3,0.258,44763,11557.065,0.154,0.09,1.02,22-10,0
1703,-859453482000,1,1,0.037,152871,5671.677,0.037,0,0,22-10,0
1703,859453480000,1,1,0.203,27381,5571.387,0.203,0,0,22-10,0
1703,-854764073000,1,3,0.276,20017,5519.516,0.403,0.166,0.782,22-10,0
1703,1161737752000,1,5,0.188,58935,11071.645,0.116,0.041,0.872,22-10,0
1768,-125430400,1,1,0.126,40814,5128.323,0.126,0,0,22-10,0
1768,1283211085,1,1,0.084,42986,3618.516,0.084,0,0,22-10,0
1768,-125430412,1,1,0.185,27564,5099.581,0.185,0,0,22-10,0
1768,125430402,1,1,0.165,29946,4946.323,0.165,0,0,22-10,0
1715,119052255,1,1,0.371,20905,7748.258,0.371,0,0,22-10,0
1715,-1268540891,1,1,0.322,16612,5351.032,0.322,0,0,22-10,0
1715,-1268540892,1,1,0.484,16876,8161.065,0.484,0,0,22-10,0
1715,1243920800,1,2,0.119,34692,4114.226,0.112,0.009,0.115,22-10,0
1726,-855359206000,1,1,0.081,67893,5513.032,0.081,0,0,22-10,0
1726,1196096622000,1,2,0.155,29967,4639.774,0.15,0.007,0.07,22-10,0
1726,-1222493122000,1,5,0.512,20298,10384.29,0.305,0.122,0.968,22-10,0
1726,1199461770000,1,3,8.305,632,5248.645,8.146,1.502,0.367,22-10,0
1726,-109015279000,1,5,5.191,922,4786.226,5.562,0.763,0.306,22-10,0
1726,109015284000,1,5,0.144,33491,4834.968,0.184,0.061,0.801,22-10,0
1813,-16990691,1,3,0.118,19496,2298.452,0.158,0.043,0.539,22-10,0
1813,1171013699,1,1,0.34,6906,2348.71,0.34,0,0,22-10,0
1813,-867315011,1,1,0.176,15956,2811.258,0.176,0,0,22-10,0
1813,1171055412,1,4,0.758,8314,6305.935,0.421,0.225,1.093,22-10,0
1840,-1122786024,1,2,1.255,4543,5703.032,0.888,0.519,0.826,22-10,0
1840,-19437854,1,2,0.385,6135,2359.806,0.647,0.372,0.812,22-10,0
1840,945796966,1,2,0.113,23620,2678.387,0.182,0.097,0.752,22-10,0
1840,1125627821,1,3,0.204,27946,5688.935,0.121,0.071,1.035,22-10,0
1844,-1123874504000,1,2,0.2,9453,1891.774,0.313,0.16,0.721,22-10,0
1844,-125432940000,1,3,0.529,6564,3471.935,0.342,0.162,0.831,22-10,0
1844,1123867857000,1,5,0.129,11477,1483.613,0.165,0.052,0.766,22-10,0
1844,1123876184000,1,3,0.246,20888,5130.645,0.134,0.096,1.252,22-10,0
1845,1152718952000,1,1,0.464,3864,1794.452,0.464,0,0,22-10,0
1845,1152718934000,1,3,0.182,13224,2407.452,0.174,0.008,0.088,22-10,0
1845,-1126019401000,1,3,0.275,5612,1543.29,0.276,0.004,0.027,22-10,0
1845,-110492041000,1,3,0.535,4501,2409.452,0.521,0.03,0.104,22-10,0
1843,958022448000,1,2,0.203,36103,7336.484,0.154,0.069,0.632,22-10,0
1843,1126001768000,1,4,0.145,30804,4469.194,0.193,0.097,1.098,22-10,0
1843,-1203530071000,1,3,0.347,22974,7966.226,0.221,0.109,0.862,22-10,0
1843,-1125994266000,1,3,0.162,20912,3383.129,0.256,0.087,0.668,22-10,0
1936,1128029472,1,3,0.129,18073,2329.967,0.228,0.133,1.098,22-11,0
1936,-1128033747,1,3,0.053,52200,2751.767,0.05,0.002,0.082,22-11,0
1968,1189452789,1,3,0.144,38210,5503.867,0.2,0.113,1.014,22-11,0
1968,-117266476,1,4,0.426,31107,13241.8,0.262,0.12,1.026,22-11,0
1652,-722322112,1,1,0.112,28675,3218.4,0.112,0,0,22-11,0
1652,19436956,1,2,0.084,39591,3322.367,0.08,0.006,0.105,22-11,0
564,-1228817885,1,2,0.093,27374,2533.9,0.094,0.002,0.029,22-11,0
564,18869501,1,1,0.107,25742,2764.2,0.107,0,0,22-11,0
564,-907428782,1,4,0.154,33449,5149.233,0.09,0.043,0.992,22-11,0
564,907428779,1,4,0.07,33581,2360.9,0.081,0.038,0.976,22-11,0
1657,-1128298955,1,1,0.088,39745,3511.5,0.088,0,0,22-11,0
1657,19436702,1,2,0.083,37711,3119.4,0.111,0.04,0.512,22-11,0
1657,-19436707,1,5,0.103,34210,3538.167,0.107,0.007,0.174,22-11,0
1657,19436695,1,3,0.092,36038,3331.833,0.096,0.01,0.191,22-11,0
2017,-1223982307,1,1,1.603,6113,9798.867,1.603,0,0,22-11,0
2017,1277959105,1,1,0.363,19300,7002.267,0.363,0,0,22-11,0
1644,1209148295,1,4,0.108,13639,1472.767,0.125,0.02,0.313,22-11,0
1644,-1232873730,1,5,0.087,19144,1659,0.079,0.004,0.146,22-11,0
1644,1127089607,1,3,0.11,13325,1467.967,0.115,0.008,0.118,22-11,0
1644,-1209148383,1,4,0.134,11459,1539.433,0.147,0.028,0.446,22-11,0
1666,-115725155,1,1,7.064,1792,12658.667,7.064,0,0,22-11,0
1666,-23369340,1,1,0.339,30625,10380.733,0.339,0,0,22-11,0
1666,1169389460,1,1,0.994,11752,11679.733,0.994,0,0,22-11,0
1666,23369296,1,1,0.343,29478,10107.9,0.343,0,0,22-11,0
1666,-1169390100,1,3,0.411,28490,11716.033,0.247,0.143,1.009,22-11,0
1703,-859453482000,1,1,0.167,32293,5393.033,0.167,0,0,22-11,0
1703,859453480000,1,1,0.096,55334,5326.367,0.096,0,0,22-11,0
1703,-854764073000,1,3,0.14,37732,5267.733,0.205,0.085,0.789,22-11,0
1703,1161737752000,1,5,0.295,35434,10464.133,0.182,0.065,0.875,22-11,0
1768,-125430400,1,1,0.128,42257,5391.1,0.128,0,0,22-11,0
1768,1283211085,1,1,0.078,48014,3746.9,0.078,0,0,22-11,0
1768,-125430412,1,1,0.092,58165,5354,0.092,0,0,22-11,0
1768,125430402,1,1,0.156,33103,5150.967,0.156,0,0,22-11,0
1715,119052255,1,1,0.264,32268,8521.133,0.264,0,0,22-11,0
1715,-1268540891,1,1,0.098,55980,5470.933,0.098,0,0,22-11,0
1715,-1268540892,1,1,0.171,48840,8354.933,0.171,0,0,22-11,0
1715,1243920800,1,2,0.133,34438,4581.8,0.125,0.011,0.125,22-11,0
1726,-855359206000,1,1,0.469,12120,5680.567,0.469,0,0,22-11,0
1726,1196096622000,1,2,0.153,32540,4965.333,0.148,0.007,0.068,22-11,0
1726,-1222493122000,1,5,0.877,12138,10645.6,0.522,0.209,0.967,22-11,0
1726,1199461770000,1,3,8.757,643,5630.8,8.588,1.592,0.369,22-11,0
1726,-109015279000,1,5,4.76,1033,4917.233,5.113,0.709,0.309,22-11,0
1726,109015284000,1,5,0.387,13414,5187.567,0.492,0.164,0.801,22-11,0
1813,-16990691,1,3,0.105,25205,2650.233,0.14,0.038,0.537,22-11,0
1813,1171013699,1,1,0.076,36990,2808.767,0.076,0,0,22-11,0
1813,-867315011,1,1,0.142,22687,3223.5,0.142,0,0,22-11,0
1813,1171055412,1,4,0.231,32484,7495.8,0.128,0.069,1.094,22-11,0
