Head pen rate
0.414
0.258
0.529
0.399
0.236
0.247
0.415
0.323
0.425
0.366
0.262
0.235
0.276
0.42
0.377
0.48
0.269
0.582
0.485
0.258
0.543
0.302
0.374
0.443
1.358
0.289
0.259
0.678
0.91
0.49
0.767
0.337
0.377
0.275
0.264
0.635
0.406
0.664
0.318
0.328
0.233
0.495
0.308
0.558
0.4
0.315
0.387
0.363
0.427
0.277
0.575
0.377
0.279
0.465
0.263
0.51
0.408
0.408
0.333
0.642
0.478
0.276
0.254
0.643
0.51
0.246
0.266
0.542
0.539
0.524
0.665
0.435
0.556
0.451
